id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
2760	0x648dd	latin-1	140	But this new nuclear weapon employs#Nthe rail gun's ability to fire projectiles#Nat ultra-high velocities, instead of#Nusing a rocket.	Mas essa nova arma nuclear usa#Na habilidade da arma rail de disparar#Nprojeteis em velocidades ultra-altas#Nao inves de usar foguete	-4
2761	0x64974	latin-1	70	That's why it can't be detected by#Ntoday's missile defense systems!	Por isso nao pode ser detectado#Npelos sistemas de defesa atuais!	-5
2762	0x649c5	latin-1	75	And on top of that, the re-entry#Nvehicle also uses Stealth technology...	E alem disso, o veiculo de reentrada#Ntbm usa tecnologia Stealth..	-9
2763	0x64a1b	latin-1	110	It's so accurate that its fifty percent#Nzone comes close to 50 meters. #NThat's as good as the best ICBM.	Eh tao preciso q sua zona de#Ncinquenta por cento chega perto#Nde 50 metros. Tao bom quanto o melhor ICBM	-5
2764	0x64a94	latin-1	128	A highly accurate, undetectable,#Nuninterceptable nuclear weapon.#NWe wouldn't even be able to tell#Nwhere it came from...	Uma arma nuclear altamente precisa#Nindetectavel, ininterceptavel#NNem conseguiriamos dizer de#Nonde veio..	-21
2765	0x64b1f	latin-1	130	And that's not all. A standard ballistic#Nmissile uses a 2-stage or a 3-stage#Nsolid fuel rocket for its propulsion#Nsystem.	E nao eh so isso. Um missil balistico#Nusa foguete de combustivel#Nsolido de 2 ou 3 estagios p/#Nseu sistema de propulsao	-2
2766	0x64bac	latin-1	140	Besides costing lots of money, safely#Nmaintaining the solid rocket fuel and#Nreadying the missile for launch#Nrequires a lot of work.	Alem de custar muito dinheiro#Nmanter com seguranca o combustivel#Nsolido e preparar o missil p/#Nlancamento requer muito trabalho	-10
2767	0x64c43	latin-1	94	But a railgun-launched nuclear#Nwarhead avoids all of those#Nproblems. And it's cheap too.	Mas uma ogiva nuclear lancada por#Nrail gun evita todos esses#Nproblemas. E eh barata tbm	-5
2768	0x64cac	latin-1	46	It's the perfect nuke. A general's#Ndream...	Eh a bomba perfeita. O sonho#Nde um general..	-1
2769	0x64cde	shift_jis	5	#=,徘		-5
2770	0x64ce4	shift_jis	27	And the world's nightmare.	E o pesadelo do mundo	-6
2771	0x64d23	latin-1	8	í111		-8
2772	0x64d44	latin-1	49	Did you find the file for the override#Nsystem?	Encontrou o arquivo do sistema#Nde sobrescrita?	-2
2773	0x64d80	shift_jis	26	Just wait a little longer.	So espere mais um pouco	-3
2774	0x64dc4	latin-1	54	I found out a lot about the arms#Nindustry though...	Descobri muito sobre a industria#Nbelica..	-12
2775	0x64e05	latin-1	149	After the Cold War ended, the United#NStates slashed its defense budget by#Nmore than 15%. Naturally, the arms#Nindustry was severely affected.	Apos o fim da Guerra Fria os Estados#NUnidos cortaram o orcamento de defesa#Nem mais de 15%. Assim a#Nindustria belica foi severamente afetada	0
2776	0x64ea5	latin-1	54	It resulted in an orgy of mergers and#Nacquisitions.	Resultou numa orgia de fusoes#Ne aquisicoes	-11
2777	0x64ee6	latin-1	133	Some of the big arms conglomerates#Ntoday are made up of what 10 years#Nago would have been 20 or more#Nsmaller arms companies.	Alguns dos grandes conglomerados#Nbelicos hoje sao formados pelo q#N10 anos atras seriam 20 ou mais#Npequ empresas de armas	-10
2778	0x64f76	latin-1	108	ArmsTech is one of those. But we lost#Nour bid to produce the US Air Force's#Nnext line of fighter jets.	ArmsTech eh dessas. Mas perdemos#Na licitacao produzir proxima#Nlinha cacas Forca Aerea EUA	-17
2779	0x64fed	latin-1	120	Then we took a stab at civilian#Napplications, but that was a failure too.#NThe company was about to go belly#Nup.	Entao tentamos aplicacoes civis#Nmas isso tbm falhou. A empresa#Nestava prestes a ir a falencia	-25
2780	0x65070	latin-1	76	Ironically, the Defense Department#Nwas in pretty much the same situation.	Ironicamente, o Departamento de#NDefesa estava na mesma situacao	-12
2781	0x650c7	latin-1	119	Thanks to big budget cuts, they were#Nforced to turn to the private sector to#Nhelp fund their weapons development.	Devido grandes cortes orcamento#Nforam forcados recorrer setor#Nprivado financiar desenvolvimento armas	-16
2782	0x65149	latin-1	123	On top of that, the government began#Nto actively export their advanced#Nweapons technology to the private#Nsector...	Alem disso, o governo comecou a#Nexportar ativamente sua tecnologia#Navancada de armas p/ o setor#Nprivado..	-15
2783	0x651cf	latin-1	92	...in order to maintain a high standard#Nof quality in the country's defense#Narmaments.	..para manter um alto padrao de#Nqualidade nos armamentos de#Ndefesa do pais	-16
2784	0x65236	latin-1	126	Eventually they decided on a joint#Ndevelopment project for new weapon#Nsystems between the DOD and the#Nprivate sector.	Eventualmente decidiram por um#Nprojeto em conjunto#Nde novos sistemas de armas entre#No DOD e o setor privado	0
2785	0x652bf	latin-1	107	And...since both sides were in such#Nbad financial shape, that's where all#Nthe backscratching came in.	E.. como ambos os lados estavam#Nem situacao financeira ruim, foi ai#Nque entraram os favores mutuos	-7
2786	0x65335	latin-1	147	So there was another reason for the#Njoint development of Metal Gear, huh.#NIt wasn't just President Baker trying to#Nkeep ArmsTech afloat...	Entao havia outro motivo p/ o#Ndesenvolvimento conjunto do Metal Gear#NNao era so o Presidente Baker tentando#Nmanter a ArmsTech funcionando..	-5
2787	0x65404	shift_jis	7	11 1		-7
2788	0x65437	latin-1	62	The terrorists are finished inputting#Nthe detonation codes!	Os terroristas terminaram de inserir#No codigo de detonacao!	0
2789	0x65480	latin-1	142	The only way to stop the launch now is#Nto re-input the detonation codes to#Nlock the detonation mechanism. You#Nneed that key to do it.	A unica forma de parar o lancamento#Nagora eh reinserir os codigos de#Ndetonacao p/ travar o mecanismo#Nvc precisa da chave p/ isso	-11
2790	0x65537	latin-1	47	Find that key, Snake! #NThere's no other way!	Ache essa chave, Snake!#NNao ha outra forma!	-3
2791	0x65596	latin-1	135	You found the card key, right? #NFirst comes the room temperature key. #NPut it into the far left terminal in #Nthe Control Room.	Vc encontrou a chave, certo?#NPrimeiro eh a chave a temperatura#Nambiente. Coloque no terminal da#Nesquerda na Sala de Controle	-3
2792	0x65633	shift_jis	5	c=,ｭ]		-5
2793	0x6563a	latin-1	90	Snake, the card key changed shape.#NYou've got to change it back to room#Ntemperature!	Snake, a chave mudou de forma#Nvc tem q muda-la de volta a#Ntemperatura ambiente!	-2
2794	0x656c0	latin-1	107	That key is actually an IC card. #NIts connector pins and main body #Nare made of a shape memory alloy.	Essa chave eh um cartao IC#NSeus pinos e corpo sao de liga#Ncom memoria de forma	-27
2795	0x65736	latin-1	73	It's designed so that unless it has#Nbeen changed to the correct shape,	Foi projetada p/ q a menos q#Ntenha sido mudada p/ a forma correta,	-6
2796	0x6578a	latin-1	124	it won't be recognized by the PAL#Ncode input terminal in the Control#NRoom and the detonation code won't#Nbe entered.	ela nao sera reconhecida no terminal#Nde codigo PAL na Sala#Nde Controle e o codigo de detonacao#Nnao funcionara	0
2797	0x65859	shift_jis	5	[=,ｭ]		-5
2798	0x65860	latin-1	82	Snake, look at the card key. #NIt changed back! You have to #Nchange it again!	Snake, olhe a chave#NMudou de volta! vc tem q#Nmuda-la novamente!	-10
2799	0x658d4	shift_jis	5	M=,ｭ]		-5
2800	0x658db	latin-1	68	Snake, it looks like you changed #Nthe card key's shape correctly.	Snake, parece q mudou a forma#Nda chave corretamente	-9
2801	0x6592a	latin-1	127	Go and put it into the middle terminal#Nin the Control Room. Before it warms#Nup and changes back to its original#Nshape.	Va e coloque no terminal do meio#Nna Sala de Controle. Antes q#Nesquente e volte a forma#Noriginal	-29
2802	0x659d2	shift_jis	5	.=,ｭ]		-5
2803	0x659d9	shift_jis	37	Next you've got to cool the card key.	Agora vc tem q esfriar a chave	-7
2804	0x65a09	shift_jis	23	Where should I do that?	Onde devo fazer isso?	-2
2805	0x65a2b	latin-1	52	This is Alaska. Go outside, it's cold#Neverywhere.	Eh o Alasca. Va la fora, ta frio#Nem toda parte	-5
2806	0x65a89	latin-1	10	K^1 1		-10
2807	0x65a9f	latin-1	10	K<1 1		-10
2808	0x65aaa	latin-1	10	K;1 1		-10
2809	0x65ab5	shift_jis	9	K=1 11		-9
2810	0x65ad7	latin-1	67	But you're close to the warehouse#Nwhere you fought Raven, right?	Mas vc ta perto do deposito#Nonde lutou contra Raven, certo?	-7
2811	0x65b1e	shift_jis	5	f=,ｭ]		-5
2812	0x65b25	latin-1	93	That place is right in the middle of the#Npermafrost layer and there's no heater#Neither.	Esse lugar fica bem no meio da#Ncamada de permafrost e nao ha#Naquecedor la	-18
2813	0x65b97	latin-1	13	ëæ0Y		-13
2814	0x65c12	latin-1	99	Next you've got to cool the key.#NYou're close to the warehouse#Nwhere you fought Raven, right?	Agora vc tem q esfriar a chave#Nvc ta perto do deposito onde#Nlutou contra Raven, certo?	-11
2815	0x65fc9	latin-1	125	It looks like you changed the shape#Ncorrectly. The last card key goes in#Nthe far right terminal in the Control#NRoom.	Parece q mudou a forma corretamente#NA ultima chave vai no terminal#Nda direita na Sala de Controle	-19
2816	0x66051	latin-1	124	But be careful. If you're in a cold#Nplace for too long, it'll change back#Nto its original shape.#NYou need to hurry.	Mas cuidado. Se ficar num lugar frio#Npor muito tempo, voltara a forma#Noriginal#Nvc precisa se apressar	-20
2817	0x660e3	shift_jis	5	:=,ｭ]		-5
2818	0x660ea	latin-1	49	Somewhere warm? #NWhat about the blast furnace?	Algum lugar quente?#NQue tal o alto-forno?	-7
2819	0x66126	latin-1	143	But the problem is if you go through#Na cold place on the way back, the card#Nkey might change shape.#NYou need to hurry on the way back.	Mas o problema eh se passar por um#Nlugar frio na volta, a chave#Npode mudar de forma#NPrecisa se apressar na volta	-21
2820	0x661ba	latin-1	12	0ç11		-12
2821	0x6638f	latin-1	48	Naomi's an enemy spy!?#N...I can't believe it!	Naomi eh espia inimiga!?#NNao posso acreditar!	0
2822	0x663f7	shift_jis	5	s=,ｭ]		-5
2823	0x663fe	latin-1	106	Snake, leave it to Colonel Campbell.#NYou've got to concentrate on#Nre-inputting that detonation code.	Snake, deixe isso com o Cel#NCampbell. vc tem q se concentrar#Nem reinserir o codigo de detonacao	-9
2824	0x66473	shift_jis	15	You're right...	Vc ta certo..	-2
2825	0x66a7e	latin-1	58	I can't really blame Dr. Naomi...#NI feel sorry for her.	Nao posso culpar a Dra. Naomi.#NSinto pena dela	-11
2826	0x66ac3	latin-1	67	...Ever since I was a little kid, #NI always hated my first name.	..Desde q era crianca#Nsempre odiei meu primeiro nome	-14
2827	0x66b11	shift_jis	14	Hal, isn't it?	Hal, nao eh?	-2
2828	0x66b2a	latin-1	49	Yeah... But I'm not a computer,#NI'm a human...	Eh.. Mas nao sou um computador#Nsou humano..	-5
2829	0x66b66	latin-1	149	...My grandfather taking part in the#NManhattan Project...my father being#Nborn on the day of the Hiroshima#Nbomb...I hated every part of that.	..Meu avo participando do Projeto#NManhattan.. meu pai nascendo no#Ndia da bomba de Hiroshima.. eu#Nodiava cada parte disso	-26
2830	0x66c06	latin-1	134	My name, my father, my grandfather.#N...It felt like all those things were a#Nball and chain around my legs,#Ndragging me down..	Meu nome, meu pai, meu avo#N..Parecia q todas essas coisas#Neram uma bola de ferro no meu peh#Nme arrastando p/ baixo..	-15
2831	0x66c97	latin-1	64	But now that I think about it, #NI realize that I was blessed.	Mas agora q penso nisso#Npercebo q fui abencoado	-16
2832	0x66ce2	latin-1	50	At least I know who I am...where#NI came from...	Pelo menos sei quem sou.. de#Nonde vim..	-10
2833	0x66d1f	latin-1	133	But Dr. Naomi didn't even know who#Nher parents were, what her real name#Nwas. She must have been a very#Nlonely little girl...	Mas a Dra. Naomi nem sabia quem#Neram seus pais, qual era seu nome#Nreal. Deve ter sido uma garotinha#Nmuito solitaria..	-13
2834	0x66daf	shift_jis	9	Otacon...	Otacon..	-1
2835	0x66dc3	latin-1	90	...Sorry, Snake. I guess right now you#Nshould focus on re-inputting those#NPAL codes.	..Desculpe, Snake. Acho q agora#Nvc deveria focar em reinserir#Nesses codigos PAL	-9
2836	0x66ed1	latin-1	73	You still haven't input the final card#Nkey. Hurry to the Control Room.	Ainda nao inseriu a chave#Nfinal. Corra p/ a Sala de Controle	-5
2837	0x66f37	latin-1	101	That's not the right shape. Hurry and#Nwarm it up. The blast furnace is#Nprobably the best place.	Essa nao eh a forma certa. Corra e#Nesquente. O alto-forno eh provavelmente#No melhor lugar	-10
2838	0x66fb0	latin-1	8	û111		-8
2839	0x66fe4	latin-1	80	Snake, that's bullet-proof glass. You#Ncan't break it with an ordinary weapon.	Snake, eh vidro a prova de balas#NNao pode quebrar com arma comum	-15
2840	0x6703f	shift_jis	38	Can't you open the security lock here?	Vc n pode abrir a trava de seg. aqui?	-1
2841	0x67070	shift_jis	36	I'll try. Just hold on for a minute.	Vou tentar. Aguente um minuto	-7
2842	0x670a9	shift_jis	12	0ﾞ11		-12
2843	0x67128	shift_jis	24	C'mon hurry up already!	Vamos, se apresse logo!	-1
2844	0x6714a	shift_jis	9	Hang on!	Aguente!	-1
2845	0x67185	shift_jis	16	I'm outta time!	To sem tempo!	0
2846	0x671a0	shift_jis	29	Just hold on a little longer!	Aguente so mais um pouco!	-4
2847	0x671ef	shift_jis	8	Otacon!	Otacon!	-1
2848	0x67201	shift_jis	23	Almost there. Hold on!	Quase la. Aguente!	-5
2849	0x6724f	latin-1	80	What are you doing? The door is#Nopen, Snake.#NHurry up and go after Liquid!	O q ta fazendo? A porta esta#Naberta, Snake#NSe apresse e va atras do Liquid!	-3
2850	0x672bb	latin-1	10	#{#K0		-10
2851	0x672ce	latin-1	10	9 40		-10
2852	0x672fa	latin-1	93	Snake, Rex's armor is impregnable.#NYou can't do any damage with the#Nweapons you've got.	Snake, a armadura do Rex eh#Nimpenetravel. Nao pode causar dano#Ncom as armas q tem	-10
2853	0x67362	latin-1	50	Rex uses the latest advances in#Ncompound armor.	Rex usa os ultimos avancos em#Narmadura composta	-2
2854	0x67398	shift_jis	5	p=,ｭ]		-5
2855	0x6739f	latin-1	103	The only way you can pierce it is#Nwith a high performance HEAT (high#Nexplosive, anti-tank) round.	A unica forma de perfura-la eh com#Numa municao HEAT#Nde alta performance anti-tanque	-18
2856	0x67411	shift_jis	16	So what do I do?	Entao oq faco?	-2
2857	0x6742c	latin-1	54	Rex's pilot seat operates exactly like#Na VR system.	O assento piloto do Rex opera#Ncomo num sistema VR	-4
2858	0x6746d	latin-1	89	It's got multiple sensors connected#Nto a high tech interface used for#Nthe controls.	Tem multiplos sensores conectados#Na uma interface high-tech usada#Npara os controles	-4
2859	0x674d1	latin-1	76	It's completely self-enclosed and #Nshut off from the outside environment.	Eh completamente fechado e#Nisolado do ambiente externo	-21
2860	0x67528	shift_jis	30	He's not using his naked eyes?	Ele nao ta usando seus olhos?	-1
2861	0x67551	latin-1	63	That's right. So if you could somehow#Ndestroy the sensors...	Exato! Entao se vc pudesse#Ndestruir os sensores..	-13
2862	0x6759b	latin-1	50	Do you see that round plate on #NRex's left arm?	Ve aquela placa no#Nbraco esquerdo do Rex?	0
2863	0x675d8	latin-1	45	Yeah, that thing that looks like#Na shield?	Sim, aquela coisa q parece#Num escudo?	-7
2864	0x67610	latin-1	103	That's a radome. If you can destroy#Nthat thing, it won't be able to use its#Nelectronic equipment.	Eh um radome. Se conseguir destruir#Nessa coisa, nao podera usar seus#Nequipamentos eletronicos	-8
2865	0x67682	shift_jis	20	So he'll be blinded?	Entao ficara cego?	-2
2866	0x676a1	latin-1	55	Yeah. Try to hit that radome with#Na Stinger missile.	Sim. Tente acertar o radome com#Num missil Stinger	-5
2867	0x676e3	shift_jis	21	So that will stop it?	Entao isso vai p/-lo?	0
2868	0x67703	latin-1	61	No, Rex was designed so it can be#Ncontrolled manually too.	Nao, Rex foi projetado p/ ser#Ncontrolado manualmente tbm	-4
2869	0x6774b	shift_jis	9	Oh great.	Otimo	-4
2870	0x6775f	latin-1	98	The part that looks like a beak#Nis where the pilot seat is. In an#Nemergency it will open up.	A parte q parece um bico eh onde#Nfica o assento do piloto. Numa#Nemergencia vai se abrir	-9
2871	0x677cc	latin-1	49	Rex's armor is perfect. #NYou can't destroy it.	A armadura do Rex eh perfeita#NIndestrutivel!	4
2872	0x67808	shift_jis	25	You told me that already.	Vc ja me disse isso	-6
2873	0x6782c	shift_jis	38	But the interior is a different story.	Mas o interior eh outra historia	-6
2874	0x6785d	latin-1	93	I get it...first I destroy the radome.#NThat will force him to open up#Nthe pilot's seat.	Entendi.. primeiro destruo o radome#NIsso vai forca-lo a abrir#No assento do piloto	-10
2875	0x678c5	latin-1	109	Right. If you can shoot a Stinger#Nmissile into the cockpit, you'll destroy#Nthe computer control system.	Certo. Se conseguir atirar um missil#NStinger no cockpit, destruira o#Nsistema de controle do computador	-5
2876	0x6793d	latin-1	51	You intentionally designed it with#Na weak point?	Vc intencionalmente projetou com#Num ponto fraco?	-2
2877	0x67974	shift_jis	5	･=,(J		-5
2878	0x6797a	latin-1	157	It's not a weak point. I like to think of#Nit as a character flaw. People just#Naren't complete without some type of#Ncharacter flaw, don't you think?	Nao eh um ponto fraco. Gosto de pensar#Nnisso como uma falha de carater#NPessoas nao sao completas sem algum#Ntipo de falha de carater, nao acha?	-12
2879	0x67a1b	shift_jis	5	+!ﾊr(		-5
2880	0x67a21	shift_jis	35	I guess so. I owe you one, Otacon.	Acho q sim. Te devo uma, Otacon	-4
2881	0x67a61	latin-1	105	I saw it in President Baker's top#Nsecret files. Rex has a free electron#Nlaser mounted on its belly.	Vi nos arquivos secretos do#NPresidente Baker. Rex tem um laser#Nde eletron livre montado na barriga	-5
2882	0x67ad5	latin-1	124	It's a laser weapon that discharges#Na laser beam into an electron beam#Nthat's been accelerated using giant#Nmagnets.	Eh uma arma laser q descarrega#Num feixe laser num feixe de eletrons#Nque foi acelerado usando imas#Ngigantes	-15
2883	0x67b5c	latin-1	145	It can generate an incredible#Namount of energy...pretty close to 100#Nmegawatts. That's ten times greater#Nthan any other laser out there.	Pode gerar uma quantidade incrivel#Nde energia.. perto de 100 megawatts#NIsso eh dez vezes maior q qualquer#Noutro laser por ai	-18
2884	0x67c42	latin-1	81	First use a Stinger missile to destroy#Nthe radome and disable its electronics.	Primeiro use um missil Stinger p/#Ndestruir o radome e desabilitar a eletronica	-2
2885	0x68032	latin-1	78	If Rex steps on you, it'll be all over.#NBe very careful when he gets close.	Se Rex pisar em vc, sera o fim#NTenha muito cuidado quando ele se aproximar	-3
2886	0x680a9	latin-1	134	Rex is equipped with anti-tank#Nmissiles on both of his knees.#NThey're a laser semi-active homing#Ntype that doesn't use wires.	Rex ta equipado com misseis#Nanti-tanque em ambos os joelhos#NSao do tipo guiado semi-ativo a laser#Nque nao usa fios	-17
2887	0x6813a	latin-1	78	The shooter uses a laser illuminator to#Nbounce a laser beam off the target.	O Sniper usa um iluminador laser#Npara rebater um feixe laser no alvo	-9
